550 6 0.25 0 0.25 0.15 0.1 log_log 20
550 6 0.25 1 0.15 NaN 0.1 log_gauss 21
550 6 0.25 0.1 3 NaN NaN log_uni 22
550 450 50 0 0.25 0.15 0.1 gauss_log 23
550 450 50 1 0.15 50 0.1 gauss_gauss 24
550 450 50 0.1 3 50 NaN gauss_uni 25
550 50 1000 0 0.25 0.15 0.1 uni_log 26
550 50 1000 1 0.15 NaN 0.1 uni_gauss 27
550 50 1000 0.1 3 NaN NaN uni_uni 28
